"","year","...2","file_id","date","newspaper_city","newspaper_state","url","sn","month","day","edition","news_address","has_article_highlights","last_modified","num_annotations","flag_irrelevant","flag_bad_layout","flag_other","last_modified_by","last_modified_by_name","state","newspaper","oclc","issn","no_issues","earliest_issue","latest_issue","abbreviation","region","border","newspaper_name","newspaper_state_clean"
"60",1852,4812,5016,1852-01-28,"Yazoo City","Mis","https://articleextractor.org/pages//5016/msar_minuette_ver01/sn87065704/1852/01/28/ed-1/seq-2/0?user_id=6","sn87065704",1,28,"ed-1","Yazoo City,  Mis",0,2023-01-23 21:02:58,2,0,0,0,0,"null","Mississippi","The Yazoo Democrat. (Yazoo City, Miss.) 1844-18??",16644306,"2378-4962",267,1844-08-10,1854-10-18,"MS","South","Not_Border","The Yazoo Democrat.","MS"
"61",1852,8680,16381,1852-08-24,"Pomeroy",NA,"https://articleextractor.org/pages//16381/ohi_drake_ver01/sn85038183/1852/08/24/ed-1/seq-1/0?user_id=6","sn85038183",8,24,"ed-1","Pomeroy , NA",NA,2023-03-11 01:39:21,1,0,0,0,0,"null","Ohio","Meigs County telegraph. [volume] (Pomeroy [Ohio]) 1848-1859",11890457,"2373-2210",354,1851-04-17,1859-12-27,"OH","Midwest","Not_Border","Meigs County telegraph","OH"
"62",1853,8424,16110,1853-11-08,"Lynchburg",NA,"https://articleextractor.org/pages//16110/vi_exmoor_ver01/sn85034360/1853/11/08/ed-1/seq-3/0?user_id=6","sn85034360",11,8,"ed-1","Lynchburg , NA",0,2023-07-09 18:23:26,0,1,0,0,0,"null","Virginia","Lynchburg daily Virginian. [volume] (Lynchburg [Va.]) 1852-1861",12714531,NA,2068,1852-08-10,1860-08-02,"VA","South","Not_Border","Lynchburg daily Virginian","VA"
"63",1853,8425,16111,1853-06-03,"Athens","Tenn","https://articleextractor.org/pages//16111/tu_nancy_ver01/sn84024443/1853/06/03/ed-1/seq-1/0?user_id=6","sn84024443",6,3,"ed-1","Athens,  Tenn",NA,2023-03-11 01:39:21,1,0,0,0,0,"null","Tennessee","The Athens post. [volume] (Athens, Tenn.) 1848-1917",10989593,"2327-8773",830,1849-10-12,1874-12-25,"TN","South","Not_Border","The Athens post","TN"
"64",1853,8472,16160,1853-11-23,NA,NA,"https://articleextractor.org/pages//16160/iahi_abra_ver01/sn86083363/1853/11/23/ed-1/seq-1/0?user_id=6","sn86083363",11,23,"ed-1","NA, NA",NA,2023-03-11 01:39:21,1,0,0,0,0,"null","Iowa","The miners&#39; express. (Dubuque, Iowa) 1849-1854",14713578,"2576-9839",246,1849-04-24,1854-10-25,"IA","Midwest","Not_Border",NA,"IA"
"65",1853,8492,16180,1853-04-05,NA,"Ten","https://articleextractor.org/pages//16180/tu_chet_ver01/sn86071264/1853/04/05/ed-1/seq-2/0?user_id=6","sn86071264",4,5,"ed-1",",  Ten",0,2023-06-19 00:31:35,0,1,0,0,0,"null","Tennessee","Nashville union. [volume] ([Nashville, Tenn.]) 1851-1853",13366774,"2166-7772",116,1853-01-02,1853-05-17,"TN","South","Not_Border","Nashville union","TN"
"66",1853,58063,16157,1853-05-23,"Alexandria","D.C","https://articleextractor.org/pages//16157/vi_emeralds_ver02/sn85025007/1853/05/23/ed-1/seq-2/0?user_id=6","sn85025007",5,23,"ed-1","Alexandria,  D.C",NA,2023-03-11 01:39:21,1,0,0,0,0,"null","District of Columbia","Alexandria gazette. [volume] (Alexandria, D.C.) 1834-1974",11539504,"1946-6153",26936,1834-01-01,1923-04-02,"DC","South","Not_Border","Alexandria gazette","DC"
"67",1853,8602,16298,1853-11-05,"New-Lisbon","Ohi","https://articleextractor.org/pages//16298/ohi_desdemona_ver01/sn83035487/1853/11/05/ed-1/seq-1/0?user_id=6","sn83035487",11,5,"ed-1","New-Lisbon,  Ohi",NA,2023-03-11 01:39:21,1,0,0,0,0,"null","Ohio","Anti-slavery bugle. [volume] (New-Lisbon, Ohio) 1845-1861",1321288,"2166-1863",809,1845-06-20,1861-05-04,"OH","Midwest","Not_Border","Anti-slavery bugle","OH"
"68",1853,4866,5074,1853-11-26,"Bidwell","Butte","https://articleextractor.org/pages//5074/curiv_iris_ver01/sn93052998/1853/11/26/ed-1/seq-3/0?user_id=6","sn93052998",11,26,"ed-1","Bidwell,  Butte",0,2023-04-19 22:01:44,0,1,0,0,0,"null","California","Butte record. (Bidwell, Butte County, Cal.) 1853-1858",27395121,"2693-1214",188,1853-11-12,1857-07-11,"CA","West","Not_Border","Butte record.","CA"
"69",1853,8674,16375,1853-04-30,NA,"Ten","https://articleextractor.org/pages//16375/tu_chet_ver01/sn86071264/1853/04/30/ed-1/seq-2/0?user_id=6","sn86071264",4,30,"ed-1",",  Ten",NA,2023-03-11 01:39:21,1,0,0,0,0,"null","Tennessee","Nashville union. [volume] ([Nashville, Tenn.]) 1851-1853",13366774,"2166-7772",116,1853-01-02,1853-05-17,"TN","South","Not_Border","Nashville union","TN"
"70",1853,8667,16368,1853-04-29,"Evansville","Ia.","https://articleextractor.org/pages//16368/in_harrison_ver01/sn82015672/1853/04/29/ed-1/seq-2/0?user_id=6","sn82015672",4,29,"ed-1","Evansville,  Ia.",NA,2023-03-11 01:39:21,1,0,0,0,0,"null","Indiana","The Evansville daily journal. [volume] (Evansville, Ia. [i.e. Ind.]) 1848-1862",8809870,"2381-3210",3261,1848-04-26,1862-05-20,"IN","Midwest","Not_Border","The Evansville daily journal","IN"
"71",1853,8428,16114,1853-01-11,"Wheeling","Va. [","https://articleextractor.org/pages//16114/wvu_canada_ver01/sn86092535/1853/01/11/ed-1/seq-3/0?user_id=6","sn86092535",1,11,"ed-1","Wheeling,  Va. [",0,2023-06-25 18:31:55,0,0,0,1,0,"null","West Virginia","Wheeling daily intelligencer. [volume] (Wheeling, Va. [W. Va.]) 1852-1859",13502329,"2333-858X",2185,1852-08-24,1859-11-11,"WV","South","Border","Wheeling daily intelligencer","WV"
"72",1854,8567,16262,1854-06-15,"Carrollton",NA,"https://articleextractor.org/pages//16262/ohi_konscak_ver01/sn83035366/1854/06/15/ed-1/seq-2/0?user_id=6","sn83035366",6,15,"ed-1","Carrollton , NA",0,2023-06-25 19:03:29,0,1,0,0,0,"null","Ohio","Carroll free press. [volume] (Carrollton [Ohio]) 1834-1861",9752963,"2376-0362",779,1836-01-01,1858-12-29,"OH","Midwest","Not_Border","Carroll free press","OH"
"73",1854,8568,16264,1854-12-28,"Richmond","Va","https://articleextractor.org/pages//16264/vi_appaloosa_ver01/sn84024656/1854/12/28/ed-1/seq-2/0?user_id=6","sn84024656",12,28,"ed-1","Richmond,  Va",NA,2023-03-11 01:39:21,0,0,0,0,0,"null","Virginia","Richmond daily Whig. [volume] (Richmond, Va.) 1842-1861",10988435,NA,2475,1842-11-26,2061-04-18,"VA","South","Not_Border","Richmond daily Whig","VA"
"74",1854,8595,16291,1854-12-14,"Lynchburg",NA,"https://articleextractor.org/pages//16291/vi_exmoor_ver01/sn85034360/1854/12/14/ed-1/seq-2/0?user_id=6","sn85034360",12,14,"ed-1","Lynchburg , NA",NA,2023-03-11 01:39:21,2,0,0,0,0,"null","Virginia","Lynchburg daily Virginian. [volume] (Lynchburg [Va.]) 1852-1861",12714531,NA,2068,1852-08-10,1860-08-02,"VA","South","Not_Border","Lynchburg daily Virginian","VA"
"75",1854,8437,16123,1854-10-25,"Smyrna","Del","https://articleextractor.org/pages//16123/deu_artemis_ver02/sn84020422/1854/10/25/ed-1/seq-2/0?user_id=6","sn84020422",10,25,"ed-1","Smyrna,  Del",NA,2023-03-11 01:39:21,1,0,0,0,0,"null","Delaware","Smyrna times. [volume] (Smyrna, Del.) 1854-1987",2670686,NA,5511,1854-07-05,1963-12-24,"DE","South","Border","Smyrna times","DE"
"76",1854,8481,16169,1854-10-27,"Wilmington","N.C","https://articleextractor.org/pages//16169/ncu_lumber_ver01/sn84026536/1854/10/27/ed-1/seq-2/0?user_id=6","sn84026536",10,27,"ed-1","Wilmington,  N.C",NA,2023-03-11 01:39:21,1,0,0,0,0,"null","North Carolina","Wilmington journal. [volume] (Wilmington, N.C.) 1844-1895",10481448,"2379-0296",1603,1844-09-21,1876-10-27,"NC","South","Not_Border","Wilmington journal","NC"
"77",1854,8691,16409,1854-04-09,"Washington",NA,"https://articleextractor.org/pages//16409/dlc_chimera_ver01/sn82003410/1854/04/09/ed-1/seq-3/0?user_id=6","sn82003410",4,9,"ed-1","Washington , NA",0,2023-04-19 21:12:19,0,0,1,0,0,"null","District of Columbia","The daily union. [volume] (Washington [D.C.]) 1845-1857",8770145,"2381-0378",3707,1845-05-01,1857-04-15,"DC","South","Not_Border","The daily union","DC"
"78",1854,4680,4877,1854-08-20,"New York",NA,"https://articleextractor.org/pages//4877/dlc_dunbar_ver01/sn83030364/1854/08/20/ed-1/seq-4/0?user_id=6","sn83030364",8,20,"ed-1","New York , NA",0,2023-01-23 21:02:58,1,0,0,0,0,"null","New York","New-York dispatch. [volume] (New York [N.Y.]) 1854-1861",9510485,NA,270,1854-06-11,1861-11-09,"NY","Northeast","Not_Border","New-York dispatch","NY"
"79",1854,8591,16287,1854-03-18,"Lynchburg",NA,"https://articleextractor.org/pages//16287/vi_exmoor_ver01/sn85034360/1854/03/18/ed-1/seq-3/0?user_id=6","sn85034360",3,18,"ed-1","Lynchburg , NA",NA,2023-03-11 01:39:21,1,0,0,0,0,"null","Virginia","Lynchburg daily Virginian. [volume] (Lynchburg [Va.]) 1852-1861",12714531,NA,2068,1852-08-10,1860-08-02,"VA","South","Not_Border","Lynchburg daily Virginian","VA"
"80",1854,8453,16140,1854-07-28,"Athens","Tenn","https://articleextractor.org/pages//16140/tu_nancy_ver01/sn84024443/1854/07/28/ed-1/seq-2/0?user_id=6","sn84024443",7,28,"ed-1","Athens,  Tenn",NA,2023-03-11 01:39:21,1,0,0,0,0,"null","Tennessee","The Athens post. [volume] (Athens, Tenn.) 1848-1917",10989593,"2327-8773",830,1849-10-12,1874-12-25,"TN","South","Not_Border","The Athens post","TN"
"81",1855,8516,16206,1855-06-05,"Evansville","Ia.","https://articleextractor.org/pages//16206/in_harrison_ver01/sn82015672/1855/06/05/ed-1/seq-2/0?user_id=6","sn82015672",6,5,"ed-1","Evansville,  Ia.",NA,2023-03-11 01:39:21,1,0,0,0,0,"null","Indiana","The Evansville daily journal. [volume] (Evansville, Ia. [i.e. Ind.]) 1848-1862",8809870,"2381-3210",3261,1848-04-26,1862-05-20,"IN","Midwest","Not_Border","The Evansville daily journal","IN"
"82",1855,7452,15078,1855-02-24,NA,NA,"https://articleextractor.org/pages//15078/curiv_iris_ver01/sn93052998/1855/02/24/ed-1/seq-2/0?user_id=6","sn93052998",2,24,"ed-1","NA, NA",0,2023-04-19 22:03:46,0,1,0,0,0,"null","California","Butte record. (Bidwell, Butte County, Cal.) 1853-1858",27395121,"2693-1214",188,1853-11-12,1857-07-11,"CA","West","Not_Border","Butte record.","CA"
"83",1855,4656,4852,1855-07-07,"Weaverville","Ca","https://articleextractor.org/pages//4852/curiv_iris_ver01/sn85025203/1855/07/07/ed-1/seq-2/0?user_id=6","sn85025203",7,7,"ed-1","Weaverville,  Ca",0,2023-01-23 21:02:58,2,0,0,0,0,"null","California","The Trinity times. [volume] (Weaverville, Cal.) 1854-185?",11601916,"2642-5394",36,1854-12-23,2055-08-18,"CA","West","Not_Border","The Trinity times","CA"
"84",1855,7462,15089,1855-09-12,"Burlington","Iow","https://articleextractor.org/pages//15089/iahi_abra_ver01/sn84037930/1855/09/12/ed-1/seq-3/0?user_id=6","sn84037930",9,12,"ed-1","Burlington,  Iow",NA,2023-03-11 01:39:21,1,0,0,0,0,"null","Iowa","Weekly hawk-eye and telegraph. [volume] (Burlington, Iowa) 1855-1857",11136337,"2577-1183",102,1855-07-04,1857-07-01,"IA","Midwest","Not_Border","Weekly hawk-eye and telegraph","IA"
"85",1855,7479,15106,1855-09-12,"Richmond",NA,"https://articleextractor.org/pages//15106/vi_manowar_ver01/sn84024738/1855/09/12/ed-1/seq-4/0?user_id=6","sn84024738",9,12,"ed-1","Richmond , NA",0,2023-06-27 01:05:37,0,1,0,0,0,"null","Virginia","The daily dispatch. [volume] (Richmond [Va.]) 1850-1884",2260085,"2157-1260",9851,1852-01-14,1884-06-29,"VA","South","Not_Border","The daily dispatch","VA"
"86",1855,8725,16480,1855-06-30,"Richmond",NA,"https://articleextractor.org/pages//16480/vi_manowar_ver01/sn84024738/1855/06/30/ed-1/seq-1/0?user_id=6","sn84024738",6,30,"ed-1","Richmond , NA",NA,2023-03-11 01:39:21,1,0,0,0,0,"null","Virginia","The daily dispatch. [volume] (Richmond [Va.]) 1850-1884",2260085,"2157-1260",9851,1852-01-14,1884-06-29,"VA","South","Not_Border","The daily dispatch","VA"
"87",1855,7495,15122,1855-10-11,"Fayetteville","T","https://articleextractor.org/pages//15122/tu_homer_ver01/sn85033395/1855/10/11/ed-1/seq-2/0?user_id=6","sn85033395",10,11,"ed-1","Fayetteville,  T",NA,2023-03-11 01:39:21,1,0,0,0,0,"null","Tennessee","Fayetteville observer. [volume] (Fayetteville, Tenn.) 1850-1966",11935017,"2328-0956",1375,1850-12-17,1880-12-23,"TN","South","Not_Border","Fayetteville observer","TN"
"88",1855,8548,16239,1855-05-08,"Little Rock","Ar","https://articleextractor.org/pages//16239/arhi_charmander_ver01/sn84022882/1855/05/08/ed-1/seq-3/0?user_id=6","sn84022882",5,8,"ed-1","Little Rock,  Ar",0,2023-03-17 19:29:42,0,1,0,0,0,"null","Arkansas","The true Democrat. [volume] (Little Rock, Ark.) 1852-1857",10661295,"2692-8639",153,1854-04-18,1857-06-02,"AR","South","Not_Border","The true Democrat","AR"
"89",1855,8512,16202,1855-10-13,"Sonora","Calif","https://articleextractor.org/pages//16202/curiv_knotgrass_ver01/sn85025134/1855/10/13/ed-1/seq-2/0?user_id=6","sn85025134",10,13,"ed-1","Sonora,  Calif",0,2023-04-19 22:36:15,0,1,0,0,0,"null","California","The union Democrat. [volume] (Sonora, Calif.) 1854-1946",11590326,"2642-5467",150,1855-10-13,1871-12-30,"CA","West","Not_Border","The union Democrat","CA"
"90",1855,8722,16476,1855-06-05,"Richmond",NA,"https://articleextractor.org/pages//16476/vi_manowar_ver01/sn84024738/1855/06/05/ed-1/seq-1/0?user_id=6","sn84024738",6,5,"ed-1","Richmond , NA",NA,2023-03-11 01:39:21,1,0,0,0,0,"null","Virginia","The daily dispatch. [volume] (Richmond [Va.]) 1850-1884",2260085,"2157-1260",9851,1852-01-14,1884-06-29,"VA","South","Not_Border","The daily dispatch","VA"
"91",1855,4644,4840,1855-07-18,"Burlington","Iow","https://articleextractor.org/pages//4840/iahi_abra_ver01/sn84037930/1855/07/18/ed-1/seq-2/0?user_id=6","sn84037930",7,18,"ed-1","Burlington,  Iow",0,2023-01-23 21:02:58,1,0,0,0,0,"null","Iowa","Weekly hawk-eye and telegraph. [volume] (Burlington, Iowa) 1855-1857",11136337,"2577-1183",102,1855-07-04,1857-07-01,"IA","Midwest","Not_Border","Weekly hawk-eye and telegraph","IA"
"92",1855,8577,16273,1855-06-23,"New-Lisbon","Ohi","https://articleextractor.org/pages//16273/ohi_ariel_ver02/sn83035487/1855/06/23/ed-1/seq-2/0?user_id=6","sn83035487",6,23,"ed-1","New-Lisbon,  Ohi",NA,2023-03-11 01:39:21,1,0,0,0,0,"null","Ohio","Anti-slavery bugle. [volume] (New-Lisbon, Ohio) 1845-1861",1321288,"2166-1863",809,1845-06-20,1861-05-04,"OH","Midwest","Not_Border","Anti-slavery bugle","OH"
"93",1855,8533,16223,1855-12-06,"Keokuk","Iow","https://articleextractor.org/pages//16223/iahi_bellsprout_ver01/sn83025182/1855/12/06/ed-1/seq-2/0?user_id=6","sn83025182",12,6,"ed-1","Keokuk,  Iow",NA,2023-03-11 01:39:21,0,0,0,0,0,"null","Iowa","The daily Gate City. [volume] (Keokuk, Iowa) 1855-1916",9299506,"2375-3056",6479,1855-05-10,1916-04-02,"IA","Midwest","Not_Border","The daily Gate City","IA"
"94",1855,8700,16424,1855-07-20,"Richmond",NA,"https://articleextractor.org/pages//16424/vi_manowar_ver01/sn84024738/1855/07/20/ed-1/seq-1/0?user_id=6","sn84024738",7,20,"ed-1","Richmond , NA",NA,2023-03-11 01:39:21,1,0,0,0,0,"null","Virginia","The daily dispatch. [volume] (Richmond [Va.]) 1850-1884",2260085,"2157-1260",9851,1852-01-14,1884-06-29,"VA","South","Not_Border","The daily dispatch","VA"
"95",1856,7476,15103,1856-03-13,"Kenosha","Wis","https://articleextractor.org/pages//15103/whi_dynamite_ver01/sn85040307/1856/03/13/ed-1/seq-2/0?user_id=6","sn85040307",3,13,"ed-1","Kenosha,  Wis",NA,2023-03-11 01:39:21,1,0,0,0,0,"null","Wisconsin","Tribune and telegraph. [volume] (Kenosha, Wis.) 1855-1856",11801813,NA,65,1855-07-05,1856-09-25,"WI","Midwest","Not_Border","Tribune and telegraph","WI"
"96",1856,7399,15025,1856-09-04,"Ravenna","Ohi","https://articleextractor.org/pages//15025/ohi_gann_ver01/sn83035102/1856/09/04/ed-1/seq-4/0?user_id=6","sn83035102",9,4,"ed-1","Ravenna,  Ohi",NA,2023-03-11 01:39:21,1,0,0,0,0,"null","Ohio","The weekly Portage sentinel. [volume] (Ravenna, Ohio) 1854-1861",9419227,"2376-2632",338,1854-08-24,1861-04-17,"OH","Midwest","Not_Border","The weekly Portage sentinel","OH"
"97",1856,58008,15196,1856-04-11,"Alexandria","D.C","https://articleextractor.org/pages//15196/vi_drive_ver01/sn85025007/1856/04/11/ed-1/seq-2/0?user_id=6","sn85025007",4,11,"ed-1","Alexandria,  D.C",NA,2023-03-11 01:39:21,1,0,0,0,0,"null","District of Columbia","Alexandria gazette. [volume] (Alexandria, D.C.) 1834-1974",11539504,"1946-6153",26936,1834-01-01,1923-04-02,"DC","South","Not_Border","Alexandria gazette","DC"
"98",1856,7593,15226,1856-02-08,"Athens","Tenn","https://articleextractor.org/pages//15226/tu_nancy_ver01/sn84024443/1856/02/08/ed-1/seq-1/0?user_id=6","sn84024443",2,8,"ed-1","Athens,  Tenn",NA,2023-03-11 01:39:21,0,0,0,0,0,"null","Tennessee","The Athens post. [volume] (Athens, Tenn.) 1848-1917",10989593,"2327-8773",830,1849-10-12,1874-12-25,"TN","South","Not_Border","The Athens post","TN"
"99",1856,7560,15190,1856-06-10,"New York",NA,"https://articleextractor.org/pages//15190/dlc_laceflower_ver01/sn83030313/1856/06/10/ed-1/seq-2/0?user_id=6","sn83030313",6,10,"ed-1","New York , NA",NA,2023-03-11 01:39:21,0,0,0,0,0,"null","New York","The New York herald. [volume] (New York [N.Y.]) 1840-1920",9467138,"2474-3224",13677,1842-01-01,1920-01-31,"NY","Northeast","Not_Border","The New York herald","NY"
"100",1856,7413,15039,1856-04-23,"Keokuk","Iow","https://articleextractor.org/pages//15039/iahi_bellsprout_ver01/sn83025182/1856/04/23/ed-1/seq-2/0?user_id=6","sn83025182",4,23,"ed-1","Keokuk,  Iow",NA,2023-03-11 01:39:21,0,0,0,0,0,"null","Iowa","The daily Gate City. [volume] (Keokuk, Iowa) 1855-1916",9299506,"2375-3056",6479,1855-05-10,1916-04-02,"IA","Midwest","Not_Border","The daily Gate City","IA"
"101",1856,7574,15207,1856-09-12,"Richmond",NA,"https://articleextractor.org/pages//15207/vi_manowar_ver01/sn84024738/1856/09/12/ed-1/seq-1/0?user_id=6","sn84024738",9,12,"ed-1","Richmond , NA",NA,2023-03-11 01:39:21,1,0,0,0,0,"null","Virginia","The daily dispatch. [volume] (Richmond [Va.]) 1850-1884",2260085,"2157-1260",9851,1852-01-14,1884-06-29,"VA","South","Not_Border","The daily dispatch","VA"
"102",1856,7460,15087,1856-06-21,"Rockville","Md","https://articleextractor.org/pages//15087/mdu_fireweed_ver01/sn83016209/1856/06/21/ed-1/seq-3/0?user_id=6","sn83016209",6,21,"ed-1","Rockville,  Md",NA,2023-03-11 01:39:21,0,0,0,0,0,"null","Maryland","Montgomery County sentinel. [volume] (Rockville, Md.) 1855-1974",9627507,NA,5138,1855-08-11,1963-12-31,"MD","South","Border","Montgomery County sentinel","MD"
"103",1856,7573,15206,1856-01-19,"Saint Paul","Min","https://articleextractor.org/pages//15206/mnhi_foxtrot_ver01/sn83016750/1856/01/19/ed-1/seq-2/0?user_id=6","sn83016750",1,19,"ed-1","Saint Paul,  Min",NA,2023-03-11 01:39:21,0,0,0,0,0,"null","Minnesota","The weekly Minnesotian. [volume] (Saint Paul, Minn. Territory) 1852-1858",10092890,"2694-4472",306,1852-05-08,1858-04-24,"MN","Midwest","Not_Border","The weekly Minnesotian","MN"
"104",1856,7395,15021,1856-07-24,"Ravenna","Ohi","https://articleextractor.org/pages//15021/ohi_gann_ver01/sn83035102/1856/07/24/ed-1/seq-4/0?user_id=6","sn83035102",7,24,"ed-1","Ravenna,  Ohi",NA,2023-03-11 01:39:21,0,0,0,0,0,"null","Ohio","The weekly Portage sentinel. [volume] (Ravenna, Ohio) 1854-1861",9419227,"2376-2632",338,1854-08-24,1861-04-17,"OH","Midwest","Not_Border","The weekly Portage sentinel","OH"
"105",1856,7576,15209,1856-05-19,"Lynchburg",NA,"https://articleextractor.org/pages//15209/vi_exmoor_ver01/sn85034360/1856/05/19/ed-1/seq-2/0?user_id=6","sn85034360",5,19,"ed-1","Lynchburg , NA",NA,2023-03-11 01:39:21,0,0,0,0,0,"null","Virginia","Lynchburg daily Virginian. [volume] (Lynchburg [Va.]) 1852-1861",12714531,NA,2068,1852-08-10,1860-08-02,"VA","South","Not_Border","Lynchburg daily Virginian","VA"
"106",1856,7564,15197,1856-02-08,"Irasburgh","Vt","https://articleextractor.org/pages//15197/vtu_ludlow_ver01/sn84022548/1856/02/08/ed-1/seq-2/0?user_id=6","sn84022548",2,8,"ed-1","Irasburgh,  Vt",NA,2023-03-11 01:39:21,0,0,0,0,0,"null","Vermont","Orleans independent standard. [volume] (Irasburgh, Vt.) 1856-1871",10467358,"2376-8428",750,1856-01-04,1870-12-13,"VT","Northeast","Not_Border","Orleans independent standard","VT"
"107",1856,5780,10671,1856-02-28,"Lancaster","Ohi","https://articleextractor.org/pages//10671/ohi_drake_ver01/sn85026105/1856/02/28/ed-1/seq-1/0?user_id=6","sn85026105",2,28,"ed-1","Lancaster,  Ohi",0,2023-09-17 18:06:43,1,1,0,0,8,"Dylan Manfre","Ohio","American Lancaster gazette. [volume] (Lancaster, Ohio) 1855-1860",12036241,"2373-1184",161,1855-02-15,1860-03-29,"OH","Midwest","Not_Border","American Lancaster gazette","OH"
"108",1856,7423,15049,1856-06-13,"New York",NA,"https://articleextractor.org/pages//15049/dlc_laceflower_ver01/sn83030313/1856/06/13/ed-1/seq-4/0?user_id=6","sn83030313",6,13,"ed-1","New York , NA",NA,2023-03-11 01:39:21,0,0,0,0,0,"null","New York","The New York herald. [volume] (New York [N.Y.]) 1840-1920",9467138,"2474-3224",13677,1842-01-01,1920-01-31,"NY","Northeast","Not_Border","The New York herald","NY"
"109",1856,7588,15221,1856-06-06,"Lynchburg",NA,"https://articleextractor.org/pages//15221/vi_exmoor_ver01/sn85034360/1856/06/06/ed-1/seq-3/0?user_id=6","sn85034360",6,6,"ed-1","Lynchburg , NA",NA,2023-03-11 01:39:21,0,0,0,0,0,"null","Virginia","Lynchburg daily Virginian. [volume] (Lynchburg [Va.]) 1852-1861",12714531,NA,2068,1852-08-10,1860-08-02,"VA","South","Not_Border","Lynchburg daily Virginian","VA"
"110",1857,7519,15148,1857-05-16,"Nashville","Tenn","https://articleextractor.org/pages//15148/tu_isaac_ver01/sn96091000/1857/05/16/ed-1/seq-3/0?user_id=6","sn96091000",5,16,"ed-1","Nashville,  Tenn",NA,2023-03-11 01:39:21,0,0,0,0,0,"null","Tennessee","Daily Nashville patriot. [volume] (Nashville, Tenn.) 1857-1858",34619557,"2327-8501",323,1857-01-15,1858-01-30,"TN","South","Not_Border","Daily Nashville patriot","TN"
